gbifID;ScientificName;year
3328784601;Homalothecium aureum;2006
3328784580;Homalothecium aureum;2006
3328784537;Syntrichia ruralis;1972
3328784377;Syntrichia ruralis;2011
3328784324;Syntrichia ruralis;2005
3328784278;Homalothecium aureum;2006
3328784198;Homalothecium aureum;2004
3328784183;Homalothecium aureum;2006
3328784006;Syntrichia ruralis;2005
3328783892;Syntrichia ruralis;2005
3328783862;Homalothecium aureum;2006
3328783717;Homalothecium aureum;2006
3328783428;Syntrichia ruralis;2007
3328783382;Syntrichia ruralis;2006
3328783342;Homalothecium aureum;2006
3328783226;Syntrichia ruralis;2005
3328783123;Homalothecium aureum;2007
3328782775;Syntrichia ruralis;1986
3328782701;Homalothecium aureum;2005
3328782561;Syntrichia ruralis;2005
3328782496;Homalothecium aureum;2006
3328782413;Syntrichia ruralis;2006
3328782389;Homalothecium aureum;2005
3328782187;Syntrichia ruralis;1972
3328782165;Syntrichia ruralis;2005
3328782120;Homalothecium aureum;2006
3328781887;Homalothecium aureum;2006
3328781881;Syntrichia ruralis;2007
3328781869;Syntrichia ruralis;2004
3328781866;Homalothecium aureum;2005
3328781755;Homalothecium aureum;2012
3328781733;Homalothecium aureum;2007
3328781697;Homalothecium aureum;
3328781539;Homalothecium aureum;2007
3328781275;Homalothecium aureum;2006
3328781242;Homalothecium aureum;2006
3328781084;Syntrichia ruralis;2007
3328780967;Syntrichia ruralis;2005
3328780952;Syntrichia ruralis;2007
3328780905;Homalothecium aureum;2007
3328780864;Homalothecium aureum;2005
3328780742;Homalothecium aureum;2004
3328780702;Homalothecium aureum;2006
3328780611;Syntrichia ruralis;2011
3328780603;Syntrichia ruralis;2005
3328780546;Homalothecium aureum;2005
3328780496;Syntrichia ruralis;2005
3328780415;Syntrichia ruralis;2005
3328780405;Homalothecium aureum;2006
3328780354;Syntrichia ruralis;2004
3328780185;Syntrichia ruralis;2011
3328780102;Syntrichia ruralis;1972
3328780100;Homalothecium aureum;2006
3328780063;Homalothecium aureum;2006
3328780062;Homalothecium aureum;2005
3328780061;Homalothecium aureum;2005
3328779982;Syntrichia ruralis;2005
3328779980;Syntrichia ruralis;1970
3328779898;Syntrichia ruralis;2005
3328779862;Homalothecium aureum;2006
3328779827;Homalothecium aureum;2006
3328779810;Homalothecium aureum;2007
3328779775;Syntrichia ruralis;2012
3328779638;Homalothecium aureum;2007
3328779531;Homalothecium aureum;2005
3328779480;Syntrichia ruralis;2007
3328779445;Syntrichia ruralis;2005
3328779385;Homalothecium aureum;2006
3328779375;Syntrichia ruralis;2012
3328779300;Homalothecium aureum;2004
3328779285;Syntrichia ruralis;2005
3328779230;Syntrichia ruralis;2005
3328779081;Homalothecium aureum;2005
3328778924;Homalothecium aureum;2005
3328778901;Syntrichia ruralis;2007
3328778795;Homalothecium aureum;2007
3328778790;Homalothecium aureum;2007
3328778759;Syntrichia ruralis;2004
3328778608;Homalothecium aureum;2004
3328778562;Homalothecium aureum;2007
3328778449;Homalothecium aureum;2004
3328778215;Syntrichia ruralis;2005
3328778196;Syntrichia ruralis;2007
3328778126;Syntrichia ruralis;2005
3328778085;Syntrichia ruralis;2005
3328778076;Syntrichia ruralis;2012
3328778011;Homalothecium aureum;2006
3328778002;Syntrichia ruralis;2005
3328777984;Homalothecium aureum;2007
3328777968;Syntrichia ruralis;2012
3328777797;Syntrichia ruralis;2005
3328777786;Syntrichia ruralis;2005
3328777768;Homalothecium aureum;2007
3328777718;Homalothecium aureum;2006
3328777659;Syntrichia ruralis;2004
3328777649;Syntrichia ruralis;2007
3328777643;Homalothecium aureum;2004
3328777537;Syntrichia ruralis;
3328777536;Homalothecium aureum;2005
3328777530;Syntrichia ruralis;2006
3328777445;Syntrichia ruralis;2005
3328777443;Homalothecium aureum;2007
3328777383;Homalothecium aureum;2006
3328777303;Syntrichia ruralis;2005
3319789341;Homalothecium aureum;1975
3310857302;Homalothecium aureum;1975
3310857301;Homalothecium aureum;1927
3307532881;Pleurochaete squarrosa;2021
3307466854;Pleurochaete squarrosa;2021
3302526248;Pleurochaete squarrosa;2021
3302086410;Pleurochaete squarrosa;2021
3302056333;Syntrichia ruralis;2021
3124924854;Syntrichia ruralis;2021
3124918869;Pleurochaete squarrosa;2021
3124780099;Pleurochaete squarrosa;2021
3124757323;Syntrichia ruralis;2021
3124637844;Syntrichia ruralis;2021
3124628267;Pleurochaete squarrosa;2021
3118381236;Pleurochaete squarrosa;2021
3118299334;Syntrichia ruralis;2021
3113458016;Pleurochaete squarrosa;2020
3113337235;Pleurochaete squarrosa;2021
3113320145;Pleurochaete squarrosa;2021
3113267114;Syntrichia ruralis;2021
3112756851;Pleurochaete squarrosa;2021
3112584000;Syntrichia ruralis;2021
3109260692;Pleurochaete squarrosa;2021
3109061882;Syntrichia ruralis;2021
3109028602;Pleurochaete squarrosa;2021
3097304675;Pleurochaete squarrosa;2021
3097048808;Pleurochaete squarrosa;2021
3090839255;Syntrichia ruralis;2021
3090526849;Pleurochaete squarrosa;2020
3079891630;Syntrichia ruralis;2021
3079887648;Pleurochaete squarrosa;2021
3079853569;Syntrichia ruralis;2021
3079842008;Pleurochaete squarrosa;2021
3079834651;Pleurochaete squarrosa;2021
3079829791;Pleurochaete squarrosa;2021
3079662050;Syntrichia ruralis;2021
3070684372;Pleurochaete squarrosa;2021
3070674487;Syntrichia ruralis;2021
3070671877;Pleurochaete squarrosa;2021
3070450276;Pleurochaete squarrosa;2021
3070306226;Pleurochaete squarrosa;2020
3068074070;Pleurochaete squarrosa;2018
3061738872;Pleurochaete squarrosa;2021
3061672037;Pleurochaete squarrosa;2021
3061657033;Pleurochaete squarrosa;2021
3059085327;Pleurochaete squarrosa;2021
3059069522;Pleurochaete squarrosa;2021
3058862419;Pleurochaete squarrosa;2021
3058776750;Pleurochaete squarrosa;2021
3058757891;Pleurochaete squarrosa;2021
3046177583;Homalothecium aureum;2019
3046173561;Homalothecium aureum;2019
3044956124;Pleurochaete squarrosa;2021
3044933674;Pleurochaete squarrosa;2021
3044905967;Pleurochaete squarrosa;2021
3044867154;Syntrichia ruralis;2021
3044819096;Pleurochaete squarrosa;2021
3044804044;Pleurochaete squarrosa;2021
3044796806;Pleurochaete squarrosa;2021
3044726770;Pleurochaete squarrosa;2021
3044695002;Syntrichia ruralis;2021
3044674130;Syntrichia ruralis;2021
3039456587;Syntrichia ruralis;2021
3039447079;Syntrichia ruralis;2021
3039421715;Pleurochaete squarrosa;2021
3039415688;Syntrichia ruralis;2021
3039233636;Syntrichia ruralis;2021
3039202896;Syntrichia ruralis;2021
3032072475;Pleurochaete squarrosa;2021
3031939008;Pleurochaete squarrosa;2021
3031906955;Pleurochaete squarrosa;2021
3031906638;Pleurochaete squarrosa;2021
3031823315;Pleurochaete squarrosa;2015
3031759455;Syntrichia ruralis;2021
3031716439;Pleurochaete squarrosa;2021
3031690145;Pleurochaete squarrosa;2021
3031645441;Pleurochaete squarrosa;2014
3018142742;Pleurochaete squarrosa;2020
3018129215;Syntrichia ruralis;2021
3018104719;Pleurochaete squarrosa;2020
3018001166;Pleurochaete squarrosa;2021
3017967772;Pleurochaete squarrosa;2020
3016522994;Pleurochaete squarrosa;1901
3016522990;Pleurochaete squarrosa;1901
3013983990;Pleurochaete squarrosa;2020
3013941391;Pleurochaete squarrosa;2019
3013899762;Pleurochaete squarrosa;2020
3013893018;Pleurochaete squarrosa;2020
3013890854;Pleurochaete squarrosa;2020
3013886664;Syntrichia ruralis;2020
3013870623;Pleurochaete squarrosa;2020
3013860733;Pleurochaete squarrosa;2020
3008557122;Syntrichia ruralis;2020
3008531112;Syntrichia ruralis;2020
3008391348;Pleurochaete squarrosa;2019
3008390780;Pleurochaete squarrosa;2020
3005153975;Pleurochaete squarrosa;2020
3005136829;Pleurochaete squarrosa;2020
2999124645;Syntrichia ruralis;2020
2992674043;Pleurochaete squarrosa;2020
2988671725;Pleurochaete squarrosa;2020
2988574183;Pleurochaete squarrosa;2020
2988571142;Pleurochaete squarrosa;2020
2988538125;Syntrichia ruralis;2020
2988528738;Pleurochaete squarrosa;2020
2988480259;Pleurochaete squarrosa;2020
2988315267;Pleurochaete squarrosa;2020
2984376009;Pleurochaete squarrosa;2020
2984355965;Pleurochaete squarrosa;2020
2980824911;Pleurochaete squarrosa;2020
2960601636;Homalothecium aureum;1998
2960601634;Syntrichia ruralis;2004
2960596024;Syntrichia ruralis;1999
2960595749;Syntrichia ruralis;1999
2960595031;Syntrichia ruralis;1999
2960594879;Syntrichia ruralis;2001
2960594834;Homalothecium aureum;1999
2960594758;Syntrichia ruralis;1999
2960594054;Syntrichia ruralis;2000
2960593851;Homalothecium aureum;1999
2960593609;Homalothecium aureum;1997
2960592867;Syntrichia ruralis;1990
2960592769;Syntrichia ruralis;1999
2960591733;Syntrichia ruralis;1999
2960590992;Syntrichia ruralis;1999
2960590716;Syntrichia ruralis;1999
2960590554;Homalothecium aureum;1997
2960589744;Syntrichia ruralis;1999
2960589034;Syntrichia ruralis;2000
2960589031;Syntrichia ruralis;2000
2960588824;Homalothecium aureum;1999
2960588755;Syntrichia ruralis;1999
2960588739;Homalothecium aureum;2000
2960588045;Syntrichia ruralis;2000
2960587841;Homalothecium aureum;2000
2960587765;Syntrichia ruralis;2000
2960587737;Homalothecium aureum;1996
2960587047;Syntrichia ruralis;2000
2960586892;Syntrichia ruralis;2001
2960586844;Homalothecium aureum;1999
2960586773;Syntrichia ruralis;2000
2960586606;Homalothecium aureum;1997
2960585886;Homalothecium aureum;1969
2960583193;Homalothecium aureum;1976
2960578038;Homalothecium aureum;1973
2960577014;Homalothecium aureum;1971
2960573628;Homalothecium aureum;1983
2960572508;Homalothecium aureum;1976
2960569610;Homalothecium aureum;1985
2960565940;Homalothecium aureum;1982
2960564932;Homalothecium aureum;1983
2960564419;Homalothecium aureum;1966
2960564250;Homalothecium aureum;1976
2960563927;Homalothecium aureum;1982
2960562941;Homalothecium aureum;1982
2960562770;Homalothecium aureum;1982
2960562260;Homalothecium aureum;1976
2960561919;Homalothecium aureum;1982
2960561913;Homalothecium aureum;1983
2960560946;Homalothecium aureum;1982
2960560940;Homalothecium aureum;1982
2960559238;Homalothecium aureum;1982
2960559073;Homalothecium aureum;1972
2960558941;Homalothecium aureum;1983
2960558916;Homalothecium aureum;1983
2960548575;Homalothecium aureum;2008
2960547595;Syntrichia ruralis;2008
2960545782;Homalothecium aureum;1999
2960545706;Homalothecium aureum;2000
2960544827;Syntrichia ruralis;1998
2960544740;Syntrichia ruralis;1999
2960543989;Syntrichia ruralis;1998
2960543796;Syntrichia ruralis;1999
2960543712;Syntrichia ruralis;2000
2960542809;Syntrichia ruralis;1998
2960542790;Homalothecium aureum;1998
2960542726;Syntrichia ruralis;2000
2960542001;Syntrichia ruralis;1999
2960541735;Syntrichia ruralis;1999
2960540898;Syntrichia ruralis;1988
2960540871;Homalothecium aureum;1990
2960540858;Syntrichia ruralis;1999
2960540842;Homalothecium aureum;1998
2960540764;Homalothecium aureum;2000
2960540609;Homalothecium aureum;1997
2960540074;Syntrichia ruralis;1998
2960540069;Syntrichia ruralis;1999
2960540057;Syntrichia ruralis;1999
2960539860;Homalothecium aureum;1999
2960539780;Homalothecium aureum;2000
2960538807;Syntrichia ruralis;1999
2960538806;Syntrichia ruralis;1999
2960538788;Homalothecium aureum;1999
2960538726;Syntrichia ruralis;2000
2960538712;Homalothecium aureum;1999
2960537862;Syntrichia ruralis;2001
2960537826;Syntrichia ruralis;1999
2960537809;Homalothecium aureum;1999
2960537732;Homalothecium aureum;2000
2960537026;Homalothecium aureum;2000
2960536810;Homalothecium aureum;1999
2960536728;Homalothecium aureum;1999
2960533971;Homalothecium aureum;1975
2960533868;Homalothecium aureum;1984
2960532993;Homalothecium aureum;1969
2960532881;Homalothecium aureum;1975
2960532002;Homalothecium aureum;1973
2960531899;Homalothecium aureum;1976
2960531405;Homalothecium aureum;1992
2960527328;Homalothecium aureum;1992
2960521231;Homalothecium aureum;1990
2960520494;Homalothecium aureum;1984
2960516155;Homalothecium aureum;1984
2960514219;Homalothecium aureum;1987
2960513928;Homalothecium aureum;1983
2960513145;Homalothecium aureum;1985
2960513144;Homalothecium aureum;1985
2960511719;Homalothecium aureum;1982
2960510756;Homalothecium aureum;1982
2960510152;Homalothecium aureum;1984
2960509152;Homalothecium aureum;1984
2960507147;Homalothecium aureum;1985
29488342;Syntrichia ruralis;1913
29488280;Syntrichia ruralis;1912
29488279;Syntrichia ruralis;1915
29488201;Syntrichia ruralis;
29488200;Syntrichia ruralis;1913
29487965;Syntrichia ruralis;
29487912;Syntrichia ruralis;1955
29487858;Syntrichia ruralis;
29487855;Syntrichia ruralis;
29487854;Syntrichia ruralis;
29487813;Syntrichia ruralis;
29487667;Syntrichia ruralis;2001
29487662;Syntrichia ruralis;2001
29487657;Syntrichia ruralis;
29487653;Syntrichia ruralis;2001
29487649;Syntrichia ruralis;2001
29487642;Syntrichia ruralis;2001
29487640;Syntrichia ruralis;2001
29487459;Syntrichia ruralis;1999
29487456;Syntrichia ruralis;1999
29487347;Syntrichia ruralis;1999
29487049;Syntrichia ruralis;1980
29486824;Syntrichia ruralis;1990
29486821;Syntrichia ruralis;
29486819;Syntrichia ruralis;1991
29486817;Syntrichia ruralis;
29486815;Syntrichia ruralis;
29486813;Syntrichia ruralis;
29486811;Syntrichia ruralis;
29486809;Syntrichia ruralis;
29486808;Syntrichia ruralis;
29486806;Syntrichia ruralis;
29486801;Syntrichia ruralis;1990
29486799;Syntrichia ruralis;
29486797;Syntrichia ruralis;
29486795;Syntrichia ruralis;
29486793;Syntrichia ruralis;
29486582;Syntrichia ruralis;
29485953;Syntrichia ruralis;
29485903;Syntrichia ruralis;1913
29484777;Syntrichia ruralis;1989
29484772;Syntrichia ruralis;1989
29484730;Pleurochaete squarrosa;1912
29484686;Syntrichia ruralis;1976
29484685;Syntrichia ruralis;1976
29484425;Syntrichia ruralis;1976
29484386;Syntrichia ruralis;1955
29484344;Syntrichia ruralis;1942
29484324;Syntrichia ruralis;1980
29484048;Syntrichia ruralis;2004
29483952;Syntrichia ruralis;2004
29483943;Syntrichia ruralis;2003
29483740;Syntrichia ruralis;1999
29482750;Syntrichia ruralis;1976
29482745;Syntrichia ruralis;1976
29482510;Syntrichia ruralis;1971
29482507;Syntrichia ruralis;1996
29482455;Syntrichia ruralis;1992
29482451;Syntrichia ruralis;1982
29482447;Syntrichia ruralis;1992
29482442;Syntrichia ruralis;1982
29482309;Syntrichia ruralis;1985
29482194;Pleurochaete squarrosa;1915
29482192;Pleurochaete squarrosa;1912
29469532;Syntrichia ruralis;
29444569;Homalothecium aureum;
29444549;Homalothecium aureum;1912
29444523;Homalothecium aureum;1976
29444482;Homalothecium aureum;1933
29444479;Homalothecium aureum;1933
29444446;Homalothecium aureum;1976
29444348;Homalothecium aureum;1802
29444347;Homalothecium aureum;1948
29444346;Homalothecium aureum;1951
29444345;Homalothecium aureum;1948
29443522;Homalothecium aureum;
29443369;Homalothecium aureum;
29443319;Homalothecium aureum;
29443126;Homalothecium aureum;
29442967;Homalothecium aureum;1972
29442961;Homalothecium aureum;1996
29442960;Homalothecium aureum;1996
29442859;Homalothecium aureum;1986
29441775;Homalothecium aureum;1989
29441734;Homalothecium aureum;1912
29441731;Homalothecium aureum;1911
29441729;Homalothecium aureum;1912
29441309;Homalothecium aureum;1928
29441251;Homalothecium aureum;1996
29441249;Homalothecium aureum;1996
29441241;Homalothecium aureum;1976
29441166;Homalothecium aureum;1998
29441165;Homalothecium aureum;1999
29441164;Homalothecium aureum;1999
29441163;Homalothecium aureum;1999
29441162;Homalothecium aureum;1999
29441161;Homalothecium aureum;1999
29441160;Homalothecium aureum;1999
29441158;Homalothecium aureum;1998
29440732;Homalothecium aureum;
29440638;Homalothecium aureum;
29440466;Homalothecium aureum;1976
29413750;Homalothecium aureum;1915
29413703;Homalothecium aureum;1912
29413702;Homalothecium aureum;1912
29413701;Homalothecium aureum;1913
29413700;Homalothecium aureum;
29409010;Homalothecium aureum;1947
29404946;Syntrichia ruralis;1945
29404945;Syntrichia ruralis;
29403950;Syntrichia ruralis;
29403940;Syntrichia ruralis;1911
2901800057;Syntrichia ruralis;2018
2901696748;Syntrichia ruralis;2019
2901676061;Pleurochaete squarrosa;2019
2901610030;Pleurochaete squarrosa;2019
2901591066;Pleurochaete squarrosa;2020
2901588737;Pleurochaete squarrosa;2019
2901553031;Pleurochaete squarrosa;2018
2901544716;Pleurochaete squarrosa;2019
2901534046;Pleurochaete squarrosa;2018
2901504726;Pleurochaete squarrosa;2019
2883428938;Homalothecium aureum;2015
2883428889;Homalothecium aureum;2015
2883428705;Homalothecium aureum;2014
2883428565;Homalothecium aureum;2014
2883428554;Homalothecium aureum;2011
2883428224;Homalothecium aureum;2015
2883428162;Homalothecium aureum;2014
2883428087;Homalothecium aureum;2015
2883427985;Homalothecium aureum;2011
2883427631;Homalothecium aureum;2011
2883427514;Homalothecium aureum;2012
2883427508;Homalothecium aureum;2012
2883427383;Homalothecium aureum;2015
2883427352;Homalothecium aureum;2011
2883427273;Homalothecium aureum;2011
2883427242;Homalothecium aureum;2012
2883427091;Homalothecium aureum;2015
2883426997;Homalothecium aureum;2011
2883426962;Homalothecium aureum;2011
2883426897;Homalothecium aureum;2011
2883426539;Homalothecium aureum;2014
2883426373;Homalothecium aureum;2011
2883426339;Homalothecium aureum;2012
2883426152;Homalothecium aureum;2011
2883425541;Homalothecium aureum;2015
2883425420;Homalothecium aureum;2011
2883425340;Homalothecium aureum;2011
2883424480;Homalothecium aureum;2014
2883424445;Homalothecium aureum;2011
2883424138;Homalothecium aureum;2011
2883424076;Homalothecium aureum;2011
2883424033;Homalothecium aureum;2012
2883423542;Homalothecium aureum;2012
2883423339;Homalothecium aureum;2015
2883423193;Homalothecium aureum;2011
2883423085;Homalothecium aureum;2014
2883422972;Homalothecium aureum;2011
2883422317;Homalothecium aureum;2011
2883422312;Homalothecium aureum;2011
2883422064;Homalothecium aureum;2015
2883422032;Homalothecium aureum;2012
2883421902;Homalothecium aureum;2014
2883421815;Homalothecium aureum;2012
2883421624;Homalothecium aureum;2014
2883421617;Homalothecium aureum;2014
2883421565;Homalothecium aureum;2012
2883421385;Homalothecium aureum;2014
2883421274;Homalothecium aureum;2011
2883421029;Homalothecium aureum;2011
2883421008;Homalothecium aureum;2012
2883420699;Homalothecium aureum;2012
2868172815;Pleurochaete squarrosa;2020
2868160415;Pleurochaete squarrosa;2020
2868117188;Syntrichia ruralis;2020
2862503343;Pleurochaete squarrosa;2019
2856768738;Pleurochaete squarrosa;2020
2856670745;Pleurochaete squarrosa;2020
2828266939;Syntrichia ruralis;1990
2817146491;Homalothecium aureum;2012
2817146471;Homalothecium aureum;2011
2817146125;Homalothecium aureum;2014
2817145773;Homalothecium aureum;2013
2817145626;Homalothecium aureum;2012
2817145453;Homalothecium aureum;2014
2817144650;Homalothecium aureum;2012
2817144488;Homalothecium aureum;2015
2817143536;Homalothecium aureum;2014
2817142947;Homalothecium aureum;2013
2817142208;Homalothecium aureum;2013
2817142087;Homalothecium aureum;2012
2817140337;Homalothecium aureum;2014
2817140186;Homalothecium aureum;2015
2817140162;Homalothecium aureum;2012
2817140133;Homalothecium aureum;2013
2817139585;Homalothecium aureum;
2817139109;Homalothecium aureum;2014
2817138795;Homalothecium aureum;2013
2817138373;Homalothecium aureum;2013
2817138294;Homalothecium aureum;2012
2817137444;Homalothecium aureum;2013
2817137138;Homalothecium aureum;2015
2817137092;Homalothecium aureum;2015
2817136786;Homalothecium aureum;2015
2817135618;Homalothecium aureum;2011
2817135526;Homalothecium aureum;2012
2817135395;Homalothecium aureum;2011
2817135208;Homalothecium aureum;2014
2817134949;Homalothecium aureum;2011
2817134902;Homalothecium aureum;2015
2817134288;Homalothecium aureum;2011
2817134247;Homalothecium aureum;2011
2817133984;Homalothecium aureum;2013
2817133719;Homalothecium aureum;2012
2817133390;Homalothecium aureum;2013
2817133332;Homalothecium aureum;2014
2817132919;Homalothecium aureum;2012
2817132678;Homalothecium aureum;2014
2817132195;Homalothecium aureum;2011
2817131571;Homalothecium aureum;2012
2817131375;Homalothecium aureum;2013
2817131293;Homalothecium aureum;2014
2817131165;Homalothecium aureum;2013
2817131073;Homalothecium aureum;2012
2817131024;Homalothecium aureum;2014
2817130995;Homalothecium aureum;2014
2817130620;Homalothecium aureum;2015
2817130583;Homalothecium aureum;2012
2817130500;Homalothecium aureum;2015
2817130449;Homalothecium aureum;2013
2817129910;Homalothecium aureum;2014
2817128881;Homalothecium aureum;2011
2817128044;Homalothecium aureum;2015
2817127825;Homalothecium aureum;2011
2817127225;Homalothecium aureum;2012
2817126975;Homalothecium aureum;2011
2817126585;Homalothecium aureum;2013
2817126041;Homalothecium aureum;2013
2817125384;Homalothecium aureum;2011
2817125292;Homalothecium aureum;2011
2817124363;Homalothecium aureum;2013
2817124331;Homalothecium aureum;2013
2817124244;Homalothecium aureum;2014
2817123828;Homalothecium aureum;2012
2817123591;Homalothecium aureum;2015
2817122795;Homalothecium aureum;2013
2817122793;Homalothecium aureum;2011
2817122661;Homalothecium aureum;2012
2817122293;Homalothecium aureum;2011
2817122280;Homalothecium aureum;2011
2817122116;Homalothecium aureum;2011
2817121240;Homalothecium aureum;2011
2817120541;Homalothecium aureum;2015
2817120455;Homalothecium aureum;2012
2817120355;Homalothecium aureum;2014
2817120126;Homalothecium aureum;2015
2817119636;Homalothecium aureum;2014
2817118340;Homalothecium aureum;2015
2817117886;Homalothecium aureum;2014
2817116825;Homalothecium aureum;2015
2817116010;Homalothecium aureum;2015
2817115451;Homalothecium aureum;2015
2817114729;Homalothecium aureum;2012
2817114627;Homalothecium aureum;2014
2803324928;Homalothecium aureum;
2628905310;Syntrichia ruralis;2018
2603526425;Pleurochaete squarrosa;2020
2603355909;Pleurochaete squarrosa;2019
2598858124;Syntrichia ruralis;1969
2598857729;Homalothecium aureum;1969
2598845146;Syntrichia ruralis;1968
2598841851;Syntrichia ruralis;1881
2598836122;Syntrichia ruralis;1965
2598833004;Syntrichia ruralis;
2598827893;Syntrichia ruralis;1967
2598815247;Syntrichia ruralis;1880
2598812255;Syntrichia ruralis;1879
2598802727;Syntrichia ruralis;1966
2598795482;Syntrichia ruralis;1965
2580140058;Syntrichia ruralis;2020
2578940069;Homalothecium aureum;2010
2578940016;Homalothecium aureum;2012
2578940007;Homalothecium aureum;2010
2578939965;Syntrichia ruralis;2010
2578939919;Homalothecium aureum;2010
2578939910;Homalothecium aureum;2010
2578939834;Homalothecium aureum;2010
2578939833;Homalothecium aureum;2010
2578939809;Homalothecium aureum;2010
2578939790;Homalothecium aureum;2010
2578939778;Homalothecium aureum;2010
2578939765;Syntrichia ruralis;2010
2578939729;Syntrichia ruralis;2010
2578939715;Syntrichia ruralis;2011
2578939690;Syntrichia ruralis;2011
2578939682;Homalothecium aureum;2010
2578939661;Syntrichia ruralis;2010
2578939565;Syntrichia ruralis;2011
2578939523;Homalothecium aureum;2009
2578939521;Homalothecium aureum;2013
2578939434;Homalothecium aureum;2012
2578939430;Syntrichia ruralis;2010
2578939369;Homalothecium aureum;2010
2578939340;Syntrichia ruralis;2010
2578939301;Syntrichia ruralis;2010
2578939221;Homalothecium aureum;2010
2578939216;Syntrichia ruralis;2010
2578939214;Homalothecium aureum;2010
2578939169;Homalothecium aureum;2010
2578939145;Homalothecium aureum;2010
2578939103;Syntrichia ruralis;2010
2578939099;Homalothecium aureum;2009
2578939086;Homalothecium aureum;2010
2578939053;Syntrichia ruralis;2010
2578939047;Homalothecium aureum;2011
2578939002;Homalothecium aureum;2010
2578938981;Homalothecium aureum;2010
2578938950;Homalothecium aureum;2011
2578938937;Homalothecium aureum;2011
2578938931;Syntrichia ruralis;2011
2578938924;Homalothecium aureum;2010
2578938885;Homalothecium aureum;2010
2578938859;Homalothecium aureum;2011
2578938855;Homalothecium aureum;2010
2578938825;Homalothecium aureum;2010
2578938812;Syntrichia ruralis;2010
2574020779;Pleurochaete squarrosa;2020
2563536192;Pleurochaete squarrosa;2020
2517586414;Syntrichia ruralis;1951
2517559387;Syntrichia ruralis;1967
2517307481;Syntrichia ruralis;1959
2517298365;Syntrichia ruralis;1951
2515709064;Syntrichia ruralis;1951
2515551723;Syntrichia ruralis;1966
2513260136;Syntrichia ruralis;
2513257843;Syntrichia ruralis;1982
2513256938;Syntrichia ruralis;1982
2513228149;Syntrichia ruralis;1993
2513227272;Syntrichia ruralis;1982
2513227112;Syntrichia ruralis;1982
2513226245;Syntrichia ruralis;1982
2513201668;Syntrichia ruralis;1975
2429303545;Pleurochaete squarrosa;2019
2397504778;Pleurochaete squarrosa;2019
235569674;Syntrichia ruralis;
235569625;Syntrichia ruralis;
235569613;Syntrichia ruralis;
235569560;Syntrichia ruralis;
235569548;Syntrichia ruralis;
235569532;Syntrichia ruralis;1976
235569528;Syntrichia ruralis;1976
235569483;Syntrichia ruralis;1984
2330760019;Syntrichia ruralis;2019
2268908997;Syntrichia ruralis;1975
2268908996;Syntrichia ruralis;1975
2268908313;Syntrichia ruralis;1975
225945310;Syntrichia ruralis;1997
225945236;Syntrichia ruralis;1985
225945218;Syntrichia ruralis;1995
225945152;Syntrichia ruralis;
225945151;Syntrichia ruralis;1971
225945150;Syntrichia ruralis;1972
225945148;Syntrichia ruralis;1974
225945147;Syntrichia ruralis;1991
225945146;Syntrichia ruralis;1970
225943967;Homalothecium aureum;1984
225943161;Homalothecium aureum;1973
225943160;Homalothecium aureum;1972
225943159;Homalothecium aureum;1971
214476185;Syntrichia ruralis;2007
214476169;Syntrichia ruralis;1985
214476104;Syntrichia ruralis;2004
214476087;Syntrichia ruralis;2004
214476079;Syntrichia ruralis;2004
214476063;Syntrichia ruralis;2004
214476049;Syntrichia ruralis;2004
214476044;Syntrichia ruralis;2004
214476001;Syntrichia ruralis;1999
214475990;Syntrichia ruralis;1982
214475944;Syntrichia ruralis;1978
214475933;Syntrichia ruralis;1991
214475914;Syntrichia ruralis;1989
214475913;Syntrichia ruralis;1989
214475912;Syntrichia ruralis;1989
214475878;Syntrichia ruralis;1986
214475841;Syntrichia ruralis;1977
214475809;Syntrichia ruralis;
214475808;Syntrichia ruralis;
214475804;Syntrichia ruralis;1978
214475803;Syntrichia ruralis;1978
214475800;Syntrichia ruralis;1970
214474250;Homalothecium aureum;1976
214473781;Homalothecium aureum;1984
214446437;Homalothecium aureum;1998
214446435;Homalothecium aureum;1996
214446369;Homalothecium aureum;1974
214446290;Homalothecium aureum;1976
214408199;Syntrichia ruralis;1987
214408198;Syntrichia ruralis;1987
214408183;Syntrichia ruralis;1974
214408182;Syntrichia ruralis;1975
214408181;Syntrichia ruralis;1969
214408115;Syntrichia ruralis;2001
214408110;Syntrichia ruralis;2001
214408109;Syntrichia ruralis;2001
214407861;Syntrichia ruralis;2004
214407840;Syntrichia ruralis;1999
214407798;Syntrichia ruralis;2006
214407796;Syntrichia ruralis;2006
214407787;Syntrichia ruralis;2006
214407784;Syntrichia ruralis;2006
214407778;Syntrichia ruralis;2006
214407773;Syntrichia ruralis;2006
214407770;Syntrichia ruralis;2005
214407766;Syntrichia ruralis;2004
214407740;Syntrichia ruralis;1978
214407737;Syntrichia ruralis;2004
214407735;Syntrichia ruralis;2005
214407731;Syntrichia ruralis;2004
214407729;Syntrichia ruralis;2004
214407636;Syntrichia ruralis;1986
214407635;Syntrichia ruralis;1986
214407608;Syntrichia ruralis;1991
214407598;Syntrichia ruralis;1988
212096303;Homalothecium aureum;
212096274;Homalothecium aureum;
212096161;Homalothecium aureum;
212096151;Homalothecium aureum;2009
212096121;Homalothecium aureum;
2006064517;Pleurochaete squarrosa;2019
2005343685;Syntrichia ruralis;2019
1987806660;Syntrichia ruralis;
